TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
Q1/201512,1,,0.0, 0.0,
QUALITY,1,,0.0, 0.0,
QUANTITATIVE,30,,0.0, 0.0,
QUESTIONS,1,,0.0, 0.0,
Quality,3,,0.0, 0.0,
Quan,3,,0.0, 0.0,
Quantifeed,1,,0.0, 0.0,
Quantopian,,1,,0.0, 0.0,
Questions,2,,0.0, 0.0,
Questions,,1,,0.0, 0.0,
Quicken,1,,0.0, 0.0,
Quirk,7,,0.0, 0.0,
Quirk),1,,0.0, 0.0,
Quirk,,1,,0.0, 0.0,
Quirk.,1,,0.0, 0.0,
R&D,1,,0.0, 0.0,
R.,4,,0.0, 0.0,
R3,3,,0.0, 0.0,
RATE,2,,0.0, 0.0,
RBC,4,,0.0, 0.0,
READING,1,,0.0, 0.0,
REDISTRIBUTION,2,,0.0, 0.0,
REFERENCES,8,,0.0, 0.0,
REGIONALIZATION,2,,0.0, 0.0,
REGULATOR,2,,0.0, 0.0,
REGULATORY,1,,0.0, 0.0,
REPORT,3,,0.0, 0.0,
REPORTS,1,,0.0, 0.0,
REPRESENTS,1,,0.0, 0.0,
RISE,1,,0.0, 0.0,
RISING,2,,0.0, 0.0,
ROLE,1,,0.0, 0.0,
Rabdi,1,,0.0, 0.0,
Rachel,1,,0.0, 0.0,
Radian,1,,0.0, 0.0,
Rails,1,,0.0, 0.0,
Raising,1,,0.0, 0.0,
Raju,1,,0.0, 0.0,
Ramin,1,,0.0, 0.0,
Rangaswami,2,,0.0, 0.0,
Rapid,1,,0.0, 0.0,
Rasmus,1,,0.0, 0.0,
Rates,2,,0.0, 0.0,
Rather,1,,0.0, 0.0,
Raton,,1,,0.0, 0.0,
Ray,1,,0.0, 0.0,
Re,268,,0.0, 0.0,
Re,,1,,0.0, 0.0,
Re.,1,,0.0, 0.0,
Reading,1,,0.0, 0.0,
Ready,1,,0.0, 0.0,
Real,6,,0.0, 0.0,
Reality,1,,0.0, 0.0,
Real‐Time,1,,0.0, 0.0,
Real‐World,1,,0.0, 0.0,
Real‐time,2,,0.0, 0.0,
Reany,1,,0.0, 0.0,
Reap,1,,0.0, 0.0,
Recently,,2,,0.0, 0.0,
Record,2,,0.0, 0.0,
Records,1,,0.0, 0.0,
Redefine,1,,0.0, 0.0,
Redistribution:,1,,0.0, 0.0,
References,8,,0.0, 0.0,
Regan,1,,0.0, 0.0,
Regional,7,,0.0, 0.0,
Regionalization,3,,0.0, 0.0,
Regionalization:,1,,0.0, 0.0,
Regulation,15,,0.0, 0.0,
Regulation):,1,,0.0, 0.0,
Regulations,6,,0.0, 0.0,
Regulations”.,1,,0.0, 0.0,
Regulation”.,1,,0.0, 0.0,
Regulator,63,,0.0, 0.0,
Regulators,57,,0.0, 0.0,
Regulatory,5,,0.0, 0.0,
Related,2,,0.0, 0.0,
Relations,,1,,0.0, 0.0,
Relaxed,1,,0.0, 0.0,
Releases,1,,0.0, 0.0,
Remarks,1,,0.0, 0.0,
Renton,1,,0.0, 0.0,
Replacing,1,,0.0, 0.0,
Report”.,1,,0.0, 0.0,
Requirements,5,,0.0, 0.0,
Research,3,,0.0, 0.0,
Research.,1,,0.0, 0.0,
Researching,1,,0.0, 0.0,
Resources,2,,0.0, 0.0,
Responsibilities,1,,0.0, 0.0,
Retail,8,,0.0, 0.0,
Retail/DC,1,,0.0, 0.0,
Retailers,,1,,0.0, 0.0,
Retrieved,95,,0.0, 0.0,
Return,4,,0.0, 0.0,
Returns,3,,0.0, 0.0,
Returns,,2,,0.0, 0.0,
Reuters,6,,0.0, 0.0,
Reuters.,1,,0.0, 0.0,
Revenue,6,,0.0, 0.0,
Revenues,1,,0.0, 0.0,
Review,5,,0.0, 0.0,
Review.,1,,0.0, 0.0,
Revolution,3,,0.0, 0.0,
Revolvers,1,,0.0, 0.0,
Rewards”.,1,,0.0, 0.0,
Richard,3,,0.0, 0.0,
Rideshare,1,,0.0, 0.0,
Riley,1,,0.0, 0.0,
Ripple,1,,0.0, 0.0,
Rise,12,,0.0, 0.0,
Rising,4,,0.0, 0.0,
Rising:,1,,0.0, 0.0,
Risk,10,,0.0, 0.0,
Risk,,1,,0.0, 0.0,
Risk.net,2,,0.0, 0.0,
Risk.net.,1,,0.0, 0.0,
Risks,2,,0.0, 0.0,
River,1,,0.0, 0.0,
Rob,26,,0.0, 0.0,
Robert,4,,0.0, 0.0,
Robinhood,3,,0.0, 0.0,
Robinhood.,1,,0.0, 0.0,
Robot,2,,0.0, 0.0,
Robo‐Advice,1,,0.0, 0.0,
Robo‐Advisors,3,,0.0, 0.0,
Robo‐Hybrid,1,,0.0, 0.0,
Robo‐advisors,1,,0.0, 0.0,
Robo‐advisory,3,,0.0, 0.0,
Robson,1,,0.0, 0.0,
Roche,1,,0.0, 0.0,
Rocket,2,,0.0, 0.0,
Rodger,1,,0.0, 0.0,
Roger,1,,0.0, 0.0,
Roland,1,,0.0, 0.0,
Role,4,,0.0, 0.0,
Rolls,1,,0.0, 0.0,
Ron,1,,0.0, 0.0,
Rosa,1,,0.0, 0.0,
Rose,1,,0.0, 0.0,
Routine,1,,0.0, 0.0,
Royal,1,,0.0, 0.0,
Rule,3,,0.0, 0.0,
Rutland,1,,0.0, 0.0,
Ryan,1,,0.0, 0.0,
SECTOR,1,,0.0, 0.0,
SEED,1,,0.0, 0.0,
SEF,6,,0.0, 0.0,
SEFs,4,,0.0, 0.0,
SERIOUS,1,,0.0, 0.0,
SERVICE,2,,0.0, 0.0,
SERVICES,1,,0.0, 0.0,
SHARED,1,,0.0, 0.0,
SHIFT,1,,0.0, 0.0,
SHOOTING,1,,0.0, 0.0,
SHORT,1,,0.0, 0.0,
SIGNS,22,,0.0, 0.0,
SIMPLY,1,,0.0, 0.0,
SKU‐level,1,,0.0, 0.0,
SME,1,,0.0, 0.0,
SOCIAL,1,,0.0, 0.0,
SOME,1,,0.0, 0.0,
STAGE,1,,0.0, 0.0,
STAR,1,,0.0, 0.0,
STATE,51,,0.0, 0.0,
STATES,7,,0.0, 0.0,
STUDIES,30,,0.0, 0.0,
SUBJECT,4,,0.0, 0.0,
SUCCEEDED,1,,0.0, 0.0,
SUCCESS,1,,0.0, 0.0,
SUPPORT,31,,0.0, 0.0,
SUPPORTING,30,,0.0, 0.0,
SVP,1,,0.0, 0.0,
SWIFT,2,,0.0, 0.0,
SYSTEMICALLY,2,,0.0, 0.0,
Sahai,1,,0.0, 0.0,
Sales,2,,0.0, 0.0,
Sam,5,,0.0, 0.0,
Samani,1,,0.0, 0.0,
Sampson,1,,0.0, 0.0,
San,7,,0.0, 0.0,
Sanborn,1,,0.0, 0.0,
Sanpaolo,1,,0.0, 0.0,
Santander,4,,0.0, 0.0,
Santander’s,1,,0.0, 0.0,
Sasha,1,,0.0, 0.0,
Sates,1,,0.0, 0.0,
Savedo,1,,0.0, 0.0,
Savignac,1,,0.0, 0.0,
Scale,1,,0.0, 0.0,
Scaling,3,,0.0, 0.0,
Schemes,1,,0.0, 0.0,
Schertzinger,1,,0.0, 0.0,
School,1,,0.0, 0.0,
Schroders,1,,0.0, 0.0,
Schulenburg,1,,0.0, 0.0,
Schwab,8,,0.0, 0.0,
Schwab.,2,,0.0, 0.0,
Science,1,,0.0, 0.0,
Score,1,,0.0, 0.0,
Scotiabank,1,,0.0, 0.0,
Scotland,1,,0.0, 0.0,
Scott,6,,0.0, 0.0,
Scottish,1,,0.0, 0.0,
Seamless,1,,0.0, 0.0,
Sean,2,,0.0, 0.0,
Second,5,,0.0, 0.0,
Secondary,4,,0.0, 0.0,
Secretary,1,,0.0, 0.0,
Section,10,,0.0, 0.0,
Sector,3,,0.0, 0.0,
Securities,5,,0.0, 0.0,
Security,1,,0.0, 0.0,
Seed,9,,0.0, 0.0,
Seedrs,7,,0.0, 0.0,
Seed‐Stage,1,,0.0, 0.0,
Seeing,1,,0.0, 0.0,
Seeking,1,,0.0, 0.0,
Seesaw,1,,0.0, 0.0,
Segment,1,,0.0, 0.0,
Seltzer,1,,0.0, 0.0,
Senior,3,,0.0, 0.0,
Service,37,,0.0, 0.0,
Services,30,,0.0, 0.0,
Services,,2,,0.0, 0.0,
Services.,1,,0.0, 0.0,
Serving,1,,0.0, 0.0,
Settlements,1,,0.0, 0.0,
Several,4,,0.0, 0.0,
Sha,10,,0.0, 0.0,
Shah,1,,0.0, 0.0,
Shameez,1,,0.0, 0.0,
Share,3,,0.0, 0.0,
Shared,2,,0.0, 0.0,
Sharing,2,,0.0, 0.0,
Sharon,1,,0.0, 0.0,
Shawn,1,,0.0, 0.0,
Sheedy,1,,0.0, 0.0,
Shenzhen,,1,,0.0, 0.0,
Shift,8,,0.0, 0.0,
Shifting,2,,0.0, 0.0,
Shifts,1,,0.0, 0.0,
Shirine,1,,0.0, 0.0,
Shivani,1,,0.0, 0.0,
Shooting,2,,0.0, 0.0,
Shopped,1,,0.0, 0.0,
Shoppers,1,,0.0, 0.0,
Should,1,,0.0, 0.0,
Shrija,1,,0.0, 0.0,
Shrinking,1,,0.0, 0.0,
Shroders,1,,0.0, 0.0,
Shulaibao,1,,0.0, 0.0,
Siddharth,1,,0.0, 0.0,
Sidgmore,1,,0.0, 0.0,
SigFig,1,,0.0, 0.0,
Signaling,1,,0.0, 0.0,
Significant,4,,0.0, 0.0,
Silicon,1,,0.0, 0.0,
Similar,1,,0.0, 0.0,
Simple,3,,0.0, 0.0,
Since,1,,0.0, 0.0,
Singapore,1,,0.0, 0.0,
Singh,1,,0.0, 0.0,
Single,3,,0.0, 0.0,
Singles',2,,0.0, 0.0,
Siri,2,,0.0, 0.0,
Siroya,1,,0.0, 0.0,
Size,2,,0.0, 0.0,
Skadden,2,,0.0, 0.0,
Skelly,1,,0.0, 0.0,
Skinner,1,,0.0, 0.0,
Skowronski,1,,0.0, 0.0,
Slate,2,,0.0, 0.0,
Slice,6,,0.0, 0.0,
Sloan,2,,0.0, 0.0,
Small,3,,0.0, 0.0,
Small‐Business,1,,0.0, 0.0,
Smart,2,,0.0, 0.0,
SmartFin,1,,0.0, 0.0,
Smith,3,,0.0, 0.0,
Snapshots,1,,0.0, 0.0,
SoFi,,1,,0.0, 0.0,
Sobel,1,,0.0, 0.0,
Social,5,,0.0, 0.0,
Software,2,,0.0, 0.0,
Software”.,1,,0.0, 0.0,
Solution,7,,0.0, 0.0,
Solutions,5,,0.0, 0.0,
Solution”.,1,,0.0, 0.0,
Some,10,,0.0, 0.0,
Something,1,,0.0, 0.0,
Sonika,1,,0.0, 0.0,
Sophisticated,1,,0.0, 0.0,
Soros,,1,,0.0, 0.0,
Soros‐backed,1,,0.0, 0.0,
Sources,33,,0.0, 0.0,
Sources:,32,,0.0, 0.0,
South,3,,0.0, 0.0,
South‐East,2,,0.0, 0.0,
Special,2,,0.0, 0.0,
Specialized,1,,0.0, 0.0,
Spectrum28,1,,0.0, 0.0,
Spend,1,,0.0, 0.0,
Speybrouck,1,,0.0, 0.0,
Spirito,1,,0.0, 0.0,
Spitz,1,,0.0, 0.0,
Sponholz,1,,0.0, 0.0,
Spotcap,1,,0.0, 0.0,
Spread,1,,0.0, 0.0,
Square,1,,0.0, 0.0,
Sriram,1,,0.0, 0.0,
Stackhouse,1,,0.0, 0.0,
Stages,1,,0.0, 0.0,
Standard,4,,0.0, 0.0,
Standardization,1,,0.0, 0.0,
Standardized,1,,0.0, 0.0,
Stanley,11,,0.0, 0.0,
Star,12,,0.0, 0.0,
Starbucks,1,,0.0, 0.0,
Stark,1,,0.0, 0.0,
Starling,2,,0.0, 0.0,
Startups,1,,0.0, 0.0,
Start‐ups,5,,0.0, 0.0,
State,159,,0.0, 0.0,
States,158,,0.0, 0.0,
States),1,,0.0, 0.0,
States,,3,,0.0, 0.0,
States.11,1,,0.0, 0.0,
Statistic,3,,0.0, 0.0,
Statistics”.,2,,0.0, 0.0,
Stats”.,1,,0.0, 0.0,
Stay”.,1,,0.0, 0.0,
Steenis,2,,0.0, 0.0,
Steering,3,,0.0, 0.0,
Stephan,1,,0.0, 0.0,
Stephen,1,,0.0, 0.0,
Stickiness,1,,0.0, 0.0,
StockTwits,,1,,0.0, 0.0,
Stocks”.,1,,0.0, 0.0,
Stopped,1,,0.0, 0.0,
Store,2,,0.0, 0.0,
Stores,1,,0.0, 0.0,
Strategies,1,,0.0, 0.0,
Strategy,7,,0.0, 0.0,
Strategy,,6,,0.0, 0.0,
Street,7,,0.0, 0.0,
Street,,1,,0.0, 0.0,
Strickland,1,,0.0, 0.0,
Stripe,3,,0.0, 0.0,
Stripe),1,,0.0, 0.0,
Strong,1,,0.0, 0.0,
Subject,4,,0.0, 0.0,
Success,2,,0.0, 0.0,
Successful,1,,0.0, 0.0,
Such,1,,0.0, 0.0,
Suitability,2,,0.0, 0.0,
Suite,1,,0.0, 0.0,
Sunsy,1,,0.0, 0.0,
Superior,1,,0.0, 0.0,
Support,2,,0.0, 0.0,
Supporting,1,,0.0, 0.0,
Survey,1,,0.0, 0.0,
Sustaining,1,,0.0, 0.0,
Swap,3,,0.0, 0.0,
Swaps,1,,0.0, 0.0,
Swedish,1,,0.0, 0.0,
Swiss,3,,0.0, 0.0,
Switching,1,,0.0, 0.0,
Switzerland,1,,0.0, 0.0,
Symantec,3,,0.0, 0.0,
Symantec,,1,,0.0, 0.0,
Symbiont,1,,0.0, 0.0,
SyndicateRoom,4,,0.0, 0.0,
SyndicateRoom.,1,,0.0, 0.0,
Systemic,2,,0.0, 0.0,
Systemically,1,,0.0, 0.0,
Systems,,1,,0.0, 0.0,
Systems:,1,,0.0, 0.0,
TD,1,,0.0, 0.0,
TEAM,2,,0.0, 0.0,
TECH,7,,0.0, 0.0,
TECHNOLOGY,1,,0.0, 0.0,
TECHS,5,,0.0, 0.0,
THE,27,,0.0, 0.0,
THREAT,2,,0.0, 0.0,
THREE,14,,0.0, 0.0,
TNG,1,,0.0, 0.0,
TSYS,1,,0.0, 0.0,
TURNED,1,,0.0, 0.0,
TWO,15,,0.0, 0.0,
Taavet,1,,0.0, 0.0,
Tailored,1,,0.0, 0.0,
Takeover”.,1,,0.0, 0.0,
Takes,1,,0.0, 0.0,
Tala,1,,0.0, 0.0,
Target,2,,0.0, 0.0,
Targeting,1,,0.0, 0.0,
Taussig,1,,0.0, 0.0,
Team,1,,0.0, 0.0,
Tech,35,,0.0, 0.0,
TechCrunch,2,,0.0, 0.0,
TechCrunch.,1,,0.0, 0.0,
TechSpot,2,,0.0, 0.0,
TechSpot.,1,,0.0, 0.0,
Technavio,2,,0.0, 0.0,
Technavio.,1,,0.0, 0.0,
Technica,2,,0.0, 0.0,
Technica.,1,,0.0, 0.0,
Technological,4,,0.0, 0.0,
Technologically,2,,0.0, 0.0,
Technologies,2,,0.0, 0.0,
Technologies”.,1,,0.0, 0.0,
Technology,14,,0.0, 0.0,
Techs:,1,,0.0, 0.0,
Teichholtz,1,,0.0, 0.0,
Telegraph,2,,0.0, 0.0,
Telegraph.,1,,0.0, 0.0,
Telematics,1,,0.0, 0.0,
Tencent,2,,0.0, 0.0,
Tencent’s,1,,0.0, 0.0,
Term,2,,0.0, 0.0,
Tesla,4,,0.0, 0.0,
Tesla),,1,,0.0, 0.0,
Tessitore,1,,0.0, 0.0,
Testing,1,,0.0, 0.0,
Tethered,2,,0.0, 0.0,
Than,2,,0.0, 0.0,
The,293,,0.0, 0.0,
Their,1,,0.0, 0.0,
There,3,,0.0, 0.0,
Therefore,,1,,0.0, 0.0,
These,12,,0.0, 0.0,
They,7,,0.0, 0.0,
Third,2,,0.0, 0.0,
Third‐party,1,,0.0, 0.0,
This,34,,0.0, 0.0,
Thomas,1,,0.0, 0.0,
Thompson,1,,0.0, 0.0,
Thomson,6,,0.0, 0.0,
Those,1,,0.0, 0.0,
Three,1,,0.0, 0.0,
Through,9,,0.0, 0.0,
Thus,,4,,0.0, 0.0,
Tidswell‐Norrish,1,,0.0, 0.0,
Tie‐ins,1,,0.0, 0.0,
Tim,16,,0.0, 0.0,
Time,13,,0.0, 0.0,
Times,10,,0.0, 0.0,
Times.,5,,0.0, 0.0,
Time‐Measured,1,,0.0, 0.0,
To,27,,0.0, 0.0,
Todd,1,,0.0, 0.0,
Tohmatsu,1,,0.0, 0.0,
Tom,2,,0.0, 0.0,
Tools,2,,0.0, 0.0,
Tools,7,1,,0.0, 0.0,
Top,2,,0.0, 0.0,
Toronto,,1,,0.0, 0.0,
Total,3,,0.0, 0.0,
Touche,1,,0.0, 0.0,
Track,4,,0.0, 0.0,
Tracker,1,,0.0, 0.0,
Tradeshift,3,,0.0, 0.0,
Tradeshift’s,1,,0.0, 0.0,
Trading,6,,0.0, 0.0,
Traditional,11,,0.0, 0.0,
Traditionally,,1,,0.0, 0.0,
Transaction,5,,0.0, 0.0,
Transactional,1,,0.0, 0.0,
Transactions,3,,0.0, 0.0,
TransferWise,3,,0.0, 0.0,
TransferWise,,2,,0.0, 0.0,
TransferWise,1,1,,0.0, 0.0,
Transparency,1,,0.0, 0.0,
Travelers,1,,0.0, 0.0,
Travis,1,,0.0, 0.0,
Trends,1,,0.0, 0.0,
Trieu,1,,0.0, 0.0,
Troy,1,,0.0, 0.0,
Trumid,3,,0.0, 0.0,
Trumid,,1,,0.0, 0.0,
Trumid’s,1,,0.0, 0.0,
Trump,1,,0.0, 0.0,
Trust,1,,0.0, 0.0,
Trōv,1,,0.0, 0.0,
Turf”.,1,,0.0, 0.0,
Twiddy,1,,0.0, 0.0,
Two,3,,0.0, 0.0,
Type,2,,0.0, 0.0,
UBS,3,,0.0, 0.0,
UK,14,,0.0, 0.0,
UK‐based,1,,0.0, 0.0,
UNCERTAINTIES,54,,0.0, 0.0,
UNCERTAINTY,1,,0.0, 0.0,
UNDERWRITING,1,,0.0, 0.0,
US,38,,0.0, 0.0,
USA,5,,0.0, 0.0,
USE,1,,0.0, 0.0,
Uber,4,,0.0, 0.0,
Uber,,2,,0.0, 0.0,
Ubiquity,1,,0.0, 0.0,
Unable,1,,0.0, 0.0,
Uncertain,181,,0.0, 0.0,
Uncertainties,180,,0.0, 0.0,
Unclear,1,,0.0, 0.0,
Under,8,,0.0, 0.0,
Understanding,2,,0.0, 0.0,
Underwrite,1,,0.0, 0.0,
Underwriting,4,,0.0, 0.0,
Union,9,,0.0, 0.0,
Union's,3,,0.0, 0.0,
Unions,1,,0.0, 0.0,
Union’s,1,,0.0, 0.0,
United,17,,0.0, 0.0,
University,2,,0.0, 0.0,
University,,1,,0.0, 0.0,
Unlike,1,,0.0, 0.0,
Unmet,1,,0.0, 0.0,
Until,1,,0.0, 0.0,
Up,,2,,0.0, 0.0,
Usage:,1,,0.0, 0.0,
Usage‐based,,3,,0.0, 0.0,
Use,7,,0.0, 0.0,
Users,3,,0.0, 0.0,
Using,2,,0.0, 0.0,
Utilities,1,,0.0, 0.0,
VALUE,3,,0.0, 0.0,
VISA/MC,1,,0.0, 0.0,
Valdich,1,,0.0, 0.0,
Valiente,1,,0.0, 0.0,
Valley,1,,0.0, 0.0,
Valuation,3,,0.0, 0.0,
Valuations,2,,0.0, 0.0,
Value,11,,0.0, 0.0,
Van,9,,0.0, 0.0,
Vandenreydt,1,,0.0, 0.0,
Vanguard,7,,0.0, 0.0,
Various,1,,0.0, 0.0,
Varying,1,,0.0, 0.0,
Veitnam,1,,0.0, 0.0,
Venmo,2,,0.0, 0.0,
Venmo”.,1,,0.0, 0.0,
Venture,8,,0.0, 0.0,
Ventures,5,,0.0, 0.0,
Verge,2,,0.0, 0.0,
Verge.,1,,0.0, 0.0,
Very,1,,0.0, 0.0,
Vice‐President,,3,,0.0, 0.0,
Victor,2,,0.0, 0.0,
Vienick,1,,0.0, 0.0,
Vietnam,2,,0.0, 0.0,
Vietnam,,1,,0.0, 0.0,
Viewpost,1,,0.0, 0.0,
Virtual,2,,0.0, 0.0,
Visa,6,,0.0, 0.0,
Visa’s,1,,0.0, 0.0,
Visibility,1,,0.0, 0.0,
Vitality,2,,0.0, 0.0,
Vlad,1,,0.0, 0.0,
Vol.,2,,0.0, 0.0,
Volume,2,,0.0, 0.0,
Volumes,1,,0.0, 0.0,
WE,24,,0.0, 0.0,
WERE,14,,0.0, 0.0,
WERE…,2,,0.0, 0.0,
WHAT,7,,0.0, 0.0,
WHERE,16,,0.0, 0.0,
WIN,2,,0.0, 0.0,
WINNERS,1,,0.0, 0.0,
WITH,1,,0.0, 0.0,
WORKFORCE,2,,0.0, 0.0,
WORLD,15,,0.0, 0.0,
WOW,2,,0.0, 0.0,
Walchek,1,,0.0, 0.0,
Walk,1,,0.0, 0.0,
Wall,12,,0.0, 0.0,
Wallet,5,,0.0, 0.0,
Wallets”.,1,,0.0, 0.0,
Walmart,,1,,0.0, 0.0,
Wan,4,,0.0, 0.0,
Wang,1,,0.0, 0.0,
WannaCry,2,,0.0, 0.0,
Was,3,,0.0, 0.0,
Washington,2,,0.0, 0.0,
Wave’s,1,,0.0, 0.0,
We,29,,0.0, 0.0,
Wealth,12,,0.0, 0.0,
Wealthfront,4,,0.0, 0.0,
Wealthfront.1,1,,0.0, 0.0,
Web,5,,0.0, 0.0,
Webank,1,,0.0, 0.0,
Weekend”.,1,,0.0, 0.0,
Wei,2,,0.0, 0.0,
Wei‐Lin,1,,0.0, 0.0,
Wells,3,,0.0, 0.0,
Wemmer,1,,0.0, 0.0,
Wendy’s,,1,,0.0, 0.0,
Western,3,,0.0, 0.0,
What,21,,0.0, 0.0,
Where,6,,0.0, 0.0,
Whether,2,,0.0, 0.0,
While,11,,0.0, 0.0,
White,2,,0.0, 0.0,
Who,1,,0.0, 0.0,
Wider,1,,0.0, 0.0,
Wiersma,1,,0.0, 0.0,
Will,43,,0.0, 0.0,
William,2,,0.0, 0.0,
Wilson,2,,0.0, 0.0,
Winnie,1,,0.0, 0.0,
Wire,2,,0.0, 0.0,
Wire.,1,,0.0, 0.0,
Wise,4,,0.0, 0.0,
With,12,,0.0, 0.0,
Women,2,,0.0, 0.0,
Work,7,,0.0, 0.0,
Workforce:,1,,0.0, 0.0,
Working,4,,0.0, 0.0,
Workshops,1,,0.0, 0.0,
World,14,,0.0, 0.0,
Would,7,,0.0, 0.0,
XL,2,,0.0, 0.0,
XXVI,,1,,0.0, 0.0,
Xignite,1,,0.0, 0.0,
Yahoo,4,,0.0, 0.0,
Yang,1,,0.0, 0.0,
Yankiver,1,,0.0, 0.0,
Year‐End,1,,0.0, 0.0,
Yodlee,,1,,0.0, 0.0,
York,8,,0.0, 0.0,
York,,1,,0.0, 0.0,
You,6,,0.0, 0.0,
Young,1,,0.0, 0.0,
Your,2,,0.0, 0.0,
Ypsilanti,1,,0.0, 0.0,
Zafin,1,,0.0, 0.0,
Zaydoon,1,,0.0, 0.0,
Zelle,,1,,0.0, 0.0,
Zero,1,,0.0, 0.0,
ZestFinance,3,,0.0, 0.0,
Zhang,1,,0.0, 0.0,
Zhong,1,,0.0, 0.0,
Zhou,2,,0.0, 0.0,
Zhu,1,,0.0, 0.0,
Zopa,3,,0.0, 0.0,
Zopa,,1,,0.0, 0.0,
[“DTTL”]),,1,,0.0, 0.0,
a,15715,,0.0, 0.0,
a4e9‐a61c9a9058a7?mhq5j=e3,1,,0.0, 0.0,
abandon,1,,0.0, 0.0,
ability,90,,0.0, 0.0,
able,138,,0.0, 0.0,
about,27,,0.0, 0.0,
above,1,,0.0, 0.0,
absence,5,,0.0, 0.0,
absent,1,,0.0, 0.0,
absolute,1,,0.0, 0.0,
abusing,1,,0.0, 0.0,
academia,2,,0.0, 0.0,
accelerate,7,,0.0, 0.0,
accelerate,,1,,0.0, 0.0,
accelerates,,2,,0.0, 0.0,
accelerating,1,,0.0, 0.0,
accept,14,,0.0, 0.0,
acceptance,6,,0.0, 0.0,
acceptance),2,,0.0, 0.0,
acceptance),,1,,0.0, 0.0,
accepted,1,,0.0, 0.0,
accepting,1,,0.0, 0.0,
access,54,,0.0, 0.0,
access,,2,,0.0, 0.0,
access:,1,,0.0, 0.0,
accessed,1,,0.0, 0.0,
accesses,1,,0.0, 0.0,
accessibility,1,,0.0, 0.0,
accessible,5,,0.0, 0.0,
accessing,1,,0.0, 0.0,
accompanied,1,,0.0, 0.0,
according,3,,0.0, 0.0,
accordingly.,1,,0.0, 0.0,
account,30,,0.0, 0.0,
account,,1,,0.0, 0.0,
accounted,1,,0.0, 0.0,
accounting,5,,0.0, 0.0,
accounting,,2,,0.0, 0.0,
accounting.,1,,0.0, 0.0,
accounts,16,,0.0, 0.0,
accounts,,2,,0.0, 0.0,
accounts”.,1,,0.0, 0.0,
accreditation,,1,,0.0, 0.0,
accredited,6,,0.0, 0.0,
accuracy,3,,0.0, 0.0,
accurate,3,,0.0, 0.0,
accurately,1,,0.0, 0.0,
accustomed,1,,0.0, 0.0,
achieve,9,,0.0, 0.0,
achieved,2,,0.0, 0.0,
achieves,1,,0.0, 0.0,
acknowledge,1,,0.0, 0.0,
acquire,15,,0.0, 0.0,
acquiring,3,,0.0, 0.0,
acquisition,14,,0.0, 0.0,
acquisitions,5,,0.0, 0.0,
across,18,,0.0, 0.0,
act,206,,0.0, 0.0,
action,48,,0.0, 0.0,
actions,26,,0.0, 0.0,
activated,1,,0.0, 0.0,
active,22,,0.0, 0.0,
actively,4,,0.0, 0.0,
activities,12,,0.0, 0.0,
activities,,1,,0.0, 0.0,
activities.,1,,0.0, 0.0,
activity,1,,0.0, 0.0,
acts,3,,0.0, 0.0,
actual,2,,0.0, 0.0,
adapt,8,,0.0, 0.0,
adapt*,1,,0.0, 0.0,
adapt,,1,,0.0, 0.0,
adapt?,1,,0.0, 0.0,
adaptable,1,,0.0, 0.0,
add,51,,0.0, 0.0,
added,3,,0.0, 0.0,
adding,4,,0.0, 0.0,
addition,25,,0.0, 0.0,
addition,,1,,0.0, 0.0,
additional,20,,0.0, 0.0,
address,5,,0.0, 0.0,
adds,1,,0.0, 0.0,
add‐ons,1,,0.0, 0.0,
adequate,3,,0.0, 0.0,
adjacencies,2,,0.0, 0.0,
adjacent,2,,0.0, 0.0,
adjudicating,3,,0.0, 0.0,
adjudication,14,,0.0, 0.0,
adjudication,,1,,0.0, 0.0,
adjudication?,1,,0.0, 0.0,
adjust,2,,0.0, 0.0,
adjustments,1,,0.0, 0.0,
adopt,47,,0.0, 0.0,
adopt,,1,,0.0, 0.0,
adopted,3,,0.0, 0.0,
adopting,1,,0.0, 0.0,
adoption,31,,0.0, 0.0,
advance,12,,0.0, 0.0,
advanced,5,,0.0, 0.0,
advanced,,1,,0.0, 0.0,
advancements,4,,0.0, 0.0,
advancements,,1,,0.0, 0.0,
advances,2,,0.0, 0.0,
advances,,1,,0.0, 0.0,
advantage,28,,0.0, 0.0,
advantage,,1,,0.0, 0.0,
advantage.,1,,0.0, 0.0,
advantages,14,,0.0, 0.0,
advantages,,1,,0.0, 0.0,
advertised,2,,0.0, 0.0,
advertising,1,,0.0, 0.0,
advice,27,,0.0, 0.0,
advice.,1,,0.0, 0.0,
advice?,2,,0.0, 0.0,
adviser,10,,0.0, 0.0,
adviser.,1,,0.0, 0.0,
advisers,6,,0.0, 0.0,
advisors,19,,0.0, 0.0,
advisors?,1,,0.0, 0.0,
advisory,18,,0.0, 0.0,
advisory”,1,,0.0, 0.0,
advocates,1,,0.0, 0.0,
ad‐hoc,1,,0.0, 0.0,
affect,16,,0.0, 0.0,
affected,2,,0.0, 0.0,
affects,1,,0.0, 0.0,
affiliations,1,,0.0, 0.0,
affinity,9,,0.0, 0.0,
affluent,3,,0.0, 0.0,
afford,1,,0.0, 0.0,
after,4,,0.0, 0.0,
aftershocks,1,,0.0, 0.0,
against,11,,0.0, 0.0,
age,275,,0.0, 0.0,
agencies”,1,,0.0, 0.0,
agenda,1,,0.0, 0.0,
agent,7,,0.0, 0.0,
